method,policy,traffic_scenario,load_name,n_episodes,accepted_mean,accepted_std,blocking_rate_mean,blocking_rate_std,reward_per_request_mean,reward_per_request_std,energy_mean,fragmentation_mean,qot_mean,mean_latency_ms,p95_latency_ms,avg_topn_index,p95_topn_index
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,hotspot,overload,5,407.4,19.66723163030323,0.4568,0.026222975507071,0.4557248532989422,0.02933720818879054,488.7705150021783,0.42355295429221834,0.2726164802551486,1.613345357403159,3.415872366167604,2.1047771712926617,8.2
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,nonuniform,low,5,580.2,17.669182210843825,0.2264,0.023558909614458456,0.6863101332221826,0.026426842899656796,639.558336530143,0.34566659199784855,0.25836516437608104,1.9321388932565846,4.291055439971386,2.7756184514651787,10.0
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,nonuniform,medium,5,506.4,8.988882021697691,0.3248,0.01198517602893028,0.5840437332641284,0.013836610291880895,605.4288581315606,0.3547712841273337,0.26223785375061504,1.7300897513826687,4.0648000361397845,2.3680664686700466,9.2
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,nonuniform,high,5,428.4,11.610340218959994,0.42879999999999996,0.015480453625279974,0.4742542399492561,0.016180444636396462,576.5191343912813,0.39472409436790634,0.2671284145959084,1.5677218818416196,3.414861485362052,2.1774312706581718,8.6
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,nonuniform,overload,5,357.6,12.401612798341995,0.5231999999999999,0.016535483731122673,0.37243109329353763,0.01810742865259081,560.1201365932268,0.39132989245749394,0.26569075310578555,1.445353609447678,3.121450361795722,1.921603823396153,8.2
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,bursty,low,5,616.8,6.760177512462229,0.17759999999999998,0.009013570016616288,0.744942453225245,0.00948649010487438,597.3879331578676,0.32017968386108164,0.25754201727658393,2.121428310871124,4.4592762645334005,2.9674085165231228,10.6
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,bursty,medium,5,552.2,17.093858546273278,0.2637333333333333,0.022791811395031062,0.6538780799188315,0.02608583509740805,579.8798896020027,0.35476738672995084,0.2561904196041249,1.876241112003724,4.143633181229232,2.6040479114060084,9.6
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,bursty,high,5,476.0,12.549900398011133,0.36533333333333334,0.01673320053068154,0.5463760532765786,0.017937411004917827,556.9581543341719,0.38036065572084565,0.25890720978798415,1.7275953243176143,3.8908789167180644,2.306773753011119,9.0
Energy-Aware-KSP-BM-FF,energy-aware-ksp-bm-ff,bursty,overload,5,409.0,16.32482771731451,0.45466666666666666,0.02176643695641931,0.45068362662015354,0.025500033431391747,531.1027549322982,0.3939426610614768,0.2647215365533659,1.5875518266111612,3.345640320330857,2.0265071551552256,8.2
KSP-FF,ksp-ff,uniform,low,5,637.4,5.813776741499453,0.1501333333333333,0.007751702321999263,0.7747156265754402,0.008280453555998676,601.0037768069656,0.3433432060407381,0.2552730673073958,2.1623206712305545,4.609418176114557,3.013875455673076,10.8
KSP-FF,ksp-ff,uniform,medium,5,570.4,2.302172886644268,0.23946666666666663,0.003069563848859022,0.6815671999297936,0.003705609033137439,572.9631240823649,0.3779054173186558,0.2589311089811529,1.9138896046827238,4.2548572923988095,2.5145807658149275,8.8
KSP-FF,ksp-ff,uniform,high,5,475.4,9.581231653602787,0.3661333333333333,0.012774975538137046,0.5445450666122038,0.013850420445276566,556.889000745465,0.39704567317346284,0.26071271995137296,1.6840026095509528,3.4851373126730314,2.1765651951332217,8.6
KSP-FF,ksp-ff,uniform,overload,5,414.4,21.007141642784248,0.4474666666666667,0.028009522190378985,0.4591042132944166,0.0310523479626826,528.1218776099917,0.4007108541615893,0.26962522445260845,1.623777722318967,3.5146991023793794,2.3502581182779516,9.4
KSP-FF,ksp-ff,hotspot,low,5,622.0,1.224744871391589,0.17066666666666663,0.0016329931618554421,0.7626311999061505,0.00215741649991684,553.3956655765337,0.36434984864190595,0.2646147061450518,2.213070149719715,4.94545282330364,3.5000807642321687,12.6
KSP-FF,ksp-ff,hotspot,medium,5,559.0,16.355427233796124,0.25466666666666665,0.021807236311728165,0.6729610132672688,0.025251792372019,536.4047644561575,0.3969113373567215,0.27031083228644126,1.9404268508156144,4.3836918426677585,2.7747650700194746,10.6
KSP-FF,ksp-ff,hotspot,high,5,484.6,11.436782764396638,0.3538666666666666,0.015249043685862152,0.5669145066144765,0.01696104377387351,518.1794003757766,0.40977363253501525,0.2668249440509783,1.7563088746120534,3.8638078654184915,2.5288130479698077,10.6
KSP-FF,ksp-ff,hotspot,overload,5,404.0,15.620499351813308,0.4613333333333333,0.020827332469084418,0.4512243199600875,0.023438197860704474,482.62409705892924,0.41890493062309186,0.2722701863635368,1.5824371824661891,3.2905827602371565,2.182497629758602,8.2
KSP-FF,ksp-ff,nonuniform,low,5,576.2,16.46815108019112,0.23173333333333326,0.021957534773588156,0.6806147198976974,0.024681859400432257,640.3957546297872,0.33983667200736434,0.257600755762709,1.9612268251677354,4.3166923755779845,2.859540428161989,10.4
KSP-FF,ksp-ff,nonuniform,medium,5,500.0,13.564659966250536,0.3333333333333333,0.01808621328833405,0.5746965332569379,0.020454881755478643,603.754614810635,0.36049962784070916,0.26578458207495165,1.705701355263591,3.943580179475247,2.3374104287596764,9.0
KSP-FF,ksp-ff,nonuniform,high,5,423.0,9.974968671630002,0.43599999999999994,0.01329995822883999,0.4667850132856269,0.013843710741418304,574.0788586234802,0.3976918425054766,0.26688327930154554,1.5664409497131904,3.452744432725011,2.155181471550138,8.6
KSP-FF,ksp-ff,nonuniform,overload,5,354.2,7.596051605933177,0.5277333333333333,0.010128068807910917,0.367692053290834,0.011889259358873503,559.0226837067191,0.384356677244174,0.2651476497524456,1.4390067745000121,3.1106824707239853,1.9266782506924145,8.2
KSP-FF,ksp-ff,bursty,low,5,617.8,11.627553482998906,0.17626666666666663,0.01550340464399854,0.746145013226519,0.01650353336661288,600.3054518816313,0.3224380213459956,0.2556223932998346,2.10276989278694,4.584483709186314,3.056391231697074,10.8
KSP-FF,ksp-ff,bursty,medium,5,546.2,20.166804407243106,0.27173333333333327,0.026889072542990822,0.6456742399274209,0.030260440935016224,580.4870240883621,0.36522855287266137,0.25504288628115723,1.8781005443384249,4.233783939853311,2.587991312472159,9.2
KSP-FF,ksp-ff,bursty,high,5,481.4,5.770615218501403,0.3581333333333333,0.007694153624668545,0.5537295999397934,0.008557022848494689,562.3073972152599,0.3803422784745326,0.257968892563094,1.7585058043400448,4.030680377036332,2.460403034537886,9.6
KSP-FF,ksp-ff,bursty,overload,5,407.8,16.34625339336204,0.4562666666666666,0.021795004524482707,0.44840058662370835,0.02502209606425406,534.9275329130373,0.39626877272955635,0.26662996256411037,1.5750560342023772,3.30965963192284,2.039501230908157,8.2
KSP-BM-FF,ksp-bm-ff,uniform,low,5,637.4,5.813776741499453,0.1501333333333333,0.007751702321999263,0.7747156265754402,0.008280453555998676,601.0037768069656,0.3433432060407381,0.2552730673073958,2.158325139557322,4.58989907056093,3.013875455673076,10.8
KSP-BM-FF,ksp-bm-ff,uniform,medium,5,570.4,2.302172886644268,0.23946666666666663,0.003069563848859022,0.6815671999297936,0.003705609033137439,572.9631240823649,0.3779054173186558,0.2589311089811529,1.9123981799930334,4.245534976944326,2.5145807658149275,8.8
KSP-BM-FF,ksp-bm-ff,uniform,high,5,475.4,9.581231653602787,0.3661333333333333,0.012774975538137046,0.5445450666122038,0.013850420445276566,556.889000745465,0.39704567317346284,0.26071271995137296,1.6615806805590787,3.5015949979424468,2.1765651951332217,8.6
KSP-BM-FF,ksp-bm-ff,uniform,overload,5,414.4,21.007141642784248,0.4474666666666667,0.028009522190378985,0.4591042132944166,0.0310523479626826,528.1218776099917,0.4007108541615893,0.26962522445260845,1.6263247968008119,3.5369037091732003,2.3502581182779516,9.4
KSP-BM-FF,ksp-bm-ff,hotspot,low,5,622.0,1.224744871391589,0.17066666666666663,0.0016329931618554421,0.7626311999061505,0.00215741649991684,553.3956655765337,0.36434984864190595,0.2646147061450518,2.2150898379584154,4.9410505359992385,3.5000807642321687,12.6
KSP-BM-FF,ksp-bm-ff,hotspot,medium,5,559.0,16.355427233796124,0.25466666666666665,0.021807236311728165,0.6729610132672688,0.025251792372019,536.4047644561575,0.3969113373567215,0.27031083228644126,1.9610902215043704,4.37575465068221,2.7747650700194746,10.6
KSP-BM-FF,ksp-bm-ff,hotspot,high,5,484.6,11.436782764396638,0.3538666666666666,0.015249043685862152,0.5669145066144765,0.01696104377387351,518.1794003757766,0.40977363253501525,0.2668249440509783,1.7558423866828285,3.866618052124976,2.5288130479698077,10.6
KSP-BM-FF,ksp-bm-ff,hotspot,overload,5,404.0,15.620499351813308,0.4613333333333333,0.020827332469084418,0.4512243199600875,0.023438197860704474,482.62409705892924,0.41890493062309186,0.2722701863635368,1.5865053390463193,3.288313057273624,2.182497629758602,8.2
KSP-BM-FF,ksp-bm-ff,nonuniform,low,5,576.2,16.46815108019112,0.23173333333333326,0.021957534773588156,0.6806147198976974,0.024681859400432257,640.3957546297872,0.33983667200736434,0.257600755762709,1.9365932871898015,4.299738518893717,2.859540428161989,10.4
KSP-BM-FF,ksp-bm-ff,nonuniform,medium,5,500.0,13.564659966250536,0.3333333333333333,0.01808621328833405,0.5746965332569379,0.020454881755478643,603.754614810635,0.36049962784070916,0.26578458207495165,1.7000083230435847,3.9298802800476538,2.3374104287596764,9.0
KSP-BM-FF,ksp-bm-ff,nonuniform,high,5,423.0,9.974968671630002,0.43599999999999994,0.01329995822883999,0.4667850132856269,0.013843710741418304,574.0788586234802,0.3976918425054766,0.26688327930154554,1.566698638846477,3.440043427981435,2.155181471550138,8.6
KSP-BM-FF,ksp-bm-ff,nonuniform,overload,5,354.2,7.596051605933177,0.5277333333333333,0.010128068807910917,0.367692053290834,0.011889259358873503,559.0226837067191,0.384356677244174,0.2651476497524456,1.437969722226262,3.121681855991481,1.9266782506924145,8.2
KSP-BM-FF,ksp-bm-ff,bursty,low,5,617.8,11.627553482998906,0.17626666666666663,0.01550340464399854,0.746145013226519,0.01650353336661288,600.3054518816313,0.3224380213459956,0.2556223932998346,2.1049856163561347,4.592134989798067,3.056391231697074,10.8
KSP-BM-FF,ksp-bm-ff,bursty,medium,5,546.2,20.166804407243106,0.27173333333333327,0.026889072542990822,0.6456742399274209,0.030260440935016224,580.4870240883621,0.36522855287266137,0.25504288628115723,1.8730254971732698,4.22353185713291,2.587991312472159,9.2
KSP-BM-FF,ksp-bm-ff,bursty,high,5,481.4,5.770615218501403,0.3581333333333333,0.007694153624668545,0.5537295999397934,0.008557022848494689,562.3073972152599,0.3803422784745326,0.257968892563094,1.7797027617692946,4.026697934605179,2.460403034537886,9.6
KSP-BM-FF,ksp-bm-ff,bursty,overload,5,407.8,16.34625339336204,0.4562666666666666,0.021795004524482707,0.44840058662370835,0.02502209606425406,534.9275329130373,0.39626877272955635,0.26662996256411037,1.5718448693553606,3.3026437973603593,2.039501230908157,8.2
