policy,episodes,requests,accepted,blocked,blocking_rate,total_reward,mean_episode_reward,mean_reward_per_request,invalid_actions,no_candidate_requests,mean_selected_energy_increment,mean_selected_fragmentation_after,mean_selected_delay_ms,mean_selected_qot_margin_norm,mean_valid_topn_candidates,mean_selected_topn_index,p95_selected_topn_index,mean_decision_latency_ms,max_decision_latency_ms,p95_decision_latency_ms,override_requests,override_applied,override_rate,mean_override_probability,selected_topn_count_0,selected_topn_count_1,selected_topn_count_2,selected_topn_count_3,selected_topn_count_4,selected_topn_count_5,selected_topn_count_6,selected_topn_count_7,selected_topn_count_8,selected_topn_count_9,selected_topn_count_10,selected_topn_count_11,selected_topn_count_12,selected_topn_count_13,selected_topn_count_14,selected_topn_count_15,selected_topn_count_16,selected_topn_count_17,selected_topn_count_18,selected_topn_count_19,selected_topn_count_20,selected_topn_count_21,selected_topn_count_22,selected_topn_count_23,selected_topn_count_24,selected_topn_count_25,selected_topn_count_26,selected_topn_count_27,selected_topn_count_28,selected_topn_count_29,selected_topn_count_30,selected_topn_count_31
torch_dqn_candidate_ranker_distill_old10,80,60000,40946,19054,0.31756666666666666,35828.67999673098,447.85849995913725,0.597144666612183,0,19054,571.7380592464579,0.30914294448790114,8.88221556723121,0.2658178491443703,10.536319807016401,1.9358673005516416,8.0,2.30711606280723,106.22191103175282,4.79359909921186,40946,17451,0.42619547696966736,0.27674887170323254,18925,6849,4352,3163,2170,1417,1018,740,433,381,281,207,165,165,106,107,69,60,61,54,46,28,29,25,20,18,15,9,9,7,12,5
lightgbm_candidate_ranker_old10,80,60000,40898,19102,0.3183666666666667,35745.30799690481,446.81634996131015,0.5957551332817469,0,19102,571.8022465673109,0.3299151370456991,8.881508775841644,0.2682660659241575,10.319528575621595,2.0690007521391727,8.0,2.0613795015184833,102.53074718639255,4.366434907133224,40898,15949,0.3899701696904494,0.3122597511403031,17205,7581,4630,3063,2219,1607,1167,876,584,413,324,249,191,147,119,107,86,71,40,40,36,25,19,22,15,14,15,8,8,8,5,4
gnn_cnn_dqn,80,60000,40873,19127,0.3187833333333333,35740.909996230825,446.7613749528853,0.5956818332705137,0,19127,572.5784921191068,0.3108918210096892,8.894285175864288,0.2639089299061925,10.386607387880694,1.7351583835019837,8.0,4.9720043797433995,440.38211507722735,8.589153494685888,0,0,0.0,,19069,8052,4279,2808,1837,1284,824,644,446,370,327,191,168,122,92,58,49,55,39,26,24,21,23,17,9,11,5,9,9,1,1,3
top32_xlron_stabilized_ppo,80,60000,40832,19168,0.3194666666666667,35701.31359627232,446.26641995340395,0.5950218932712052,0,19168,571.0729543061137,0.31517630215129105,8.865979589230147,0.2651852731426489,10.392559043283862,1.7470531800738314,8.0,4.738371430275341,103.51089620962739,8.281963315967005,0,0,0.0,,19236,7930,4163,2716,1909,1294,872,648,437,365,236,196,135,154,117,86,66,51,52,32,31,25,14,13,15,9,4,9,7,5,4,1
gnn_cnn_a3c,80,60000,40722,19278,0.3213,35598.67999643892,444.98349995548654,0.593311333273982,0,19278,572.0623473336857,0.31377862635432785,8.882214430475669,0.25911584209461835,10.471540741215922,1.6680068806939041,7.0,5.125291610416025,104.83507579192519,8.835748385172337,0,0,0.0,,20794,6217,4608,2537,1942,1175,892,589,443,315,254,181,164,131,82,68,62,51,35,37,35,20,26,17,8,9,7,9,5,3,3,3
energy-aware-ksp-bm-ff,80,60000,40487,19513,0.32521666666666665,35370.31279595017,442.12890994937715,0.5895052132658362,0,19513,562.3054626268311,0.37998550530408687,8.68235869919286,0.2628769616500411,10.309207510394069,2.517957518264403,10.0,1.8057476359031472,99.15394708514214,3.948051047045736,0,0,0.0,,14287,7985,4516,3459,2426,1898,1339,1004,770,573,463,363,250,213,177,142,113,92,69,64,52,52,40,29,25,22,21,8,4,7,15,9
ksp-ff,80,60000,40369,19631,0.3271833333333333,35240.2533960314,440.50316745039254,0.5873375566005233,0,19631,562.8038140363185,0.3784754590544782,8.68847486106755,0.26307769944614917,10.278272094085906,2.52903333972867,10.0,1.8039401153568178,90.075574349612,3.9581221432308666,0,0,0.0,,14337,7866,4510,3362,2407,1883,1333,1031,764,603,463,357,282,220,174,151,124,105,63,64,49,57,29,30,19,18,22,17,9,7,6,7
ksp-bm-ff,80,60000,40369,19631,0.3271833333333333,35240.2533960314,440.50316745039254,0.5873375566005233,0,19631,562.8038140363185,0.3784754590544782,8.68847486106755,0.26307769944614917,10.278272094085906,2.52903333972867,10.0,1.8029990811288978,89.23707995563745,3.955126357031985,0,0,0.0,,14337,7866,4510,3362,2407,1883,1333,1031,764,603,463,357,282,220,174,151,124,105,63,64,49,57,29,30,19,18,22,17,9,7,6,7
