policy,policy_name,metric,episodes,mean,std,ci95_low,ci95_high
ksp-ff,KSP-FF,mean_selected_qot_margin_norm,80,0.2630776994461491,0.008580666527049375,0.26119737798876863,0.2649580209035296
ksp-ff,KSP-FF,mean_decision_latency_ms,80,1.8039401153568178,0.23133801783636648,1.7532459370579248,1.8546342936557108
ksp-ff,KSP-FF,p95_decision_latency_ms,80,3.9581221432308666,0.5701700468948094,3.833178122838945,4.083066163622788
ksp-ff,KSP-FF,mean_selected_topn_index,80,2.52903333972867,0.4616537600957801,2.427868999143701,2.6301976803136395
ksp-ff,KSP-FF,p95_selected_topn_index,80,9.6,1.579937508778613,9.253780928356596,9.946219071643403
lightgbm_candidate_ranker_old10,LightGBM-override ranker,accepted,80,511.225,88.29423981670676,491.8766716193212,530.5733283806788
lightgbm_candidate_ranker_old10,LightGBM-override ranker,blocking_rate,80,0.31836666666666663,0.11772565308894235,0.2925688954924282,0.34416443784090506
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_reward,80,0.5957551332817468,0.12581828595955444,0.5681839857403759,0.6233262808231177
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_selected_energy_increment,80,571.8022465673109,41.76948931979604,562.6491036518685,580.9553894827534
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_selected_fragmentation_after,80,0.3299151370456991,0.041370073625481486,0.3208495199533458,0.33898075413805234
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_selected_qot_margin_norm,80,0.26826606592415747,0.009512994111588222,0.26618143917685694,0.270350692671458
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_decision_latency_ms,80,2.0613795015184833,0.2829834099546348,1.9993680276844843,2.123390975352482
lightgbm_candidate_ranker_old10,LightGBM-override ranker,p95_decision_latency_ms,80,4.366434907133224,0.5559518290591107,4.244606591098055,4.488263223168392
lightgbm_candidate_ranker_old10,LightGBM-override ranker,mean_selected_topn_index,80,2.0690007521391727,0.2962054430000876,2.0040918725655166,2.1339096317128288
lightgbm_candidate_ranker_old10,LightGBM-override ranker,p95_selected_topn_index,80,8.125,1.1066542117137572,7.882493703592116,8.367506296407884
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,accepted,80,510.4,88.68727592722873,490.9655437841687,529.8344562158312
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,blocking_rate,80,0.3194666666666667,0.11824970123630497,0.29355405837889165,0.3453792749544417
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_reward,80,0.5950218932712052,0.1265545057485925,0.5672894144553566,0.6227543720870539
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_selected_energy_increment,80,571.0729543061137,42.1628983510277,561.8336018356651,580.3123067765623
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_selected_fragmentation_after,80,0.315176302151291,0.03504235623124699,0.30749730727005753,0.32285529703252447
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_selected_qot_margin_norm,80,0.2651852731426489,0.008805609924194728,0.26325565879001195,0.26711488749528584
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_decision_latency_ms,80,4.738371430275341,0.7355580795733464,4.57718515927747,4.899557701273211
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,p95_decision_latency_ms,80,8.281963315967005,0.5603099592481869,8.159179982546794,8.404746649387215
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,mean_selected_topn_index,80,1.7470531800738311,0.25303630085835965,1.6916041558633819,1.8025022042842804
top32_xlron_stabilized_ppo,XLRON Counterfactual Ranker,p95_selected_topn_index,80,7.35,1.1262124268448412,7.1032078207340525,7.596792179265947
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,accepted,80,511.825,90.38746062355489,492.0179743857503,531.6320256142498
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,blocking_rate,80,0.31756666666666666,0.12051661416473985,0.29115729918100036,0.34397603415233297
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_reward,80,0.597144666612183,0.1292476640076927,0.5688220234720661,0.6254673097522999
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_selected_energy_increment,80,571.7380592464579,41.311183000977366,562.6853471311882,580.7907713617275
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_selected_fragmentation_after,80,0.30914294448790114,0.03710838302789351,0.30101121152332516,0.3172746774524771
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_selected_qot_margin_norm,80,0.2658178491443703,0.009768780748702414,0.2636771706788541,0.2679585276098865
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_decision_latency_ms,80,2.30711606280723,0.341600011243735,2.2322596598741726,2.381972465740287
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,p95_decision_latency_ms,80,4.79359909921186,0.5604111791690163,4.670793584998531,4.916404613425188
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,mean_selected_topn_index,80,1.9358673005516416,0.2825790479808706,1.8739444364420064,1.9977901646612768
torch_dqn_candidate_ranker_distill_old10,Calibrated DQN-Override ranker,p95_selected_topn_index,80,7.8625,1.2901157832447503,7.579790914162297,8.145209085837703
